Data;Serie;Trend;Stag;Res
2015-02-06;1.390833333;0.548775127;0.579843174;0.262215033
2015-02-07;-0.407916667;0.549252388;-0.420887293;-0.536281762
2015-02-08;-0.46;0.54972965;0.468660019;-1.478389668
2015-02-09;4.529166667;0.550206911;1.622096219;2.356863536
2015-02-10;3.725416667;0.550684173;1.376921308;1.797811186
2015-02-11;1.070416667;0.551161434;0.908101451;-0.388846218
2015-02-12;0.035;0.551638696;0.496087149;-1.012725844
2015-02-13;-0.987916667;0.552115957;-0.606482709;-0.933549915
2015-02-14;-0.225416667;0.552593219;-0.5573859;-0.220623985
2015-02-15;-0.593333333;0.55307048;-0.35217798;-0.794225834
2015-02-16;-0.203333333;0.553547742;0.384002163;-1.140883238
2015-02-17;-0.099166667;0.554025003;-0.015928806;-0.637262864
2015-02-18;0.778333333;0.554502265;0.406501336;-0.182670268
2015-02-19;-0.96875;0.554979526;0.230598145;-1.754327671
2015-02-20;-0.584583333;0.555456787;-0.317943934;-0.822096186
2015-02-21;-0.26875;0.555934049;-0.216763792;-0.607920257
2015-02-22;1.419583333;0.55641131;-0.292111427;1.15528345
2015-02-23;-0.955833333;0.556888572;-0.294959063;-1.217762843
2015-02-24;-0.165833333;0.557365833;0.225248857;-0.948448024
2015-02-25;0.26875;0.557843095;-0.004821;-0.284272095
2015-02-26;-0.83125;0.557490611;-0.438767627;-0.949972984
2015-02-27;-0.19;0.557138128;-0.603408699;-0.143729429
2015-02-28;-0.972083333;0.556785644;-1.173188659;-0.355680318
2015-03-01;-0.9075;0.55643316;-0.755607508;-0.708325652
2015-03-02;1.320833333;0.556080677;0.428362531;0.336390126
2015-03-03;1.080833333;0.555728193;0.274832571;0.25027257
2015-03-04;-0.222083333;0.555375709;-0.201475167;-0.575983875
2015-03-05;1.499583333;0.555023226;0.78902265;0.155537458
2015-03-06;2.25125;0.554670742;0.512437134;1.184142124
2015-03-07;3.30125;0.554318258;0.687518285;2.059413457
2015-03-08;8.008333333;0.553965775;2.237460547;5.216907012
2015-03-09;-0.6775;0.553613291;-0.517319414;-0.713793877
2015-03-10;-0.649583333;0.553260807;0.167622848;-1.370466989
2015-03-11;0.769583333;0.552908324;0.24631511;-0.0296401
2015-03-12;4.65;0.55255584;1.503201816;2.594242344
2015-03-13;1.684583333;0.552203356;0.740782967;0.39159701
2015-03-14;-0.734583333;0.551850873;-1.008302549;-0.278131657
2015-03-15;2.257083333;0.551498389;0.171639713;1.533945232
2015-03-16;1.292083333;0.551145905;-0.046751359;0.787688787
2015-03-17;0.4075;0.550793421;-0.650281319;0.506987898
2015-03-18;-0.78125;0.550440938;-0.914419657;-0.417271281
2015-03-19;-0.912083333;0.550088454;-1.483557995;0.021386207
2015-03-20;4.72125;0.54973597;1.029803667;3.141710362
2015-03-21;1.59375;0.549383487;-0.386279115;1.430645628
2015-03-22;2.972083333;0.549031003;0.443471436;1.979580894
2015-03-23;-0.759583333;0.548678519;-0.859000235;-0.449261618
2015-03-24;-0.15;0.548326036;-0.822027462;0.123701426
2015-03-25;3.777083333;0.547973552;0.648973089;2.580136692
2015-03-26;0.570416667;0.547621068;-0.564470804;0.587266403
2015-03-27;1.865833333;0.547268585;-0.452359142;1.770923891
2015-03-28;8.129166667;0.546916101;1.837632955;5.744617611
2015-03-29;3.275217391;0.546563617;0.146453554;2.58220022
2015-03-30;2.110416667;0.546211134;-0.180746378;1.744951911
2015-03-31;2.167916667;0.54585865;-0.248079161;1.870137177
2015-04-01;3.53625;0.545506166;0.629726946;2.361016888
2015-04-02;-0.5025;0.545153683;-0.616078059;-0.431575624
2015-04-03;3.350416667;0.544801199;0.340408187;2.465207281
2015-04-04;0.739583333;0.544448715;-0.423910012;0.61904463
2015-04-05;1.894583333;0.544096232;-0.001008767;1.351495868
2015-04-06;10.20125;0.543743748;2.700397618;6.957108634
2015-04-07;8.61875;0.543391264;2.231643107;5.843715628
2015-04-08;8.67875;0.543038781;2.039248874;6.096462345
2015-04-09;3.731666667;0.542686297;0.386152141;2.802828228
2015-04-10;-0.668333333;0.542333813;-1.08266598;-0.128001166
2015-04-11;1.666666667;0.54198133;0.223354926;0.901330411
2015-04-12;0.211666667;0.541628846;-0.797649724;0.467687544
2015-04-13;-0.375833333;0.541276362;-1.083717707;0.166608011
2015-04-14;-0.097916667;0.540923879;-1.067676523;0.428835977
2015-04-15;1.1275;0.540571395;-0.122207422;0.709136027
2015-04-16;0.634166667;0.540218911;-1.124696239;1.218643994
2015-04-17;2.605416667;0.539866428;0.013697584;2.051852655
2015-04-18;1.092916667;0.539513944;-0.804979565;1.358382288
2015-04-19;0.389166667;0.53916146;-1.51144852;1.361453727
2015-04-20;-3.172083333;0.538808977;-2.395629281;-1.315263029
2015-04-21;1.5925;0.538456493;-1.171734347;2.225777854
2015-04-22;-1.98375;0.537939949;-1.811530291;-0.710159658
2015-04-23;0.837083333;0.537423404;-2.023040957;2.322700886
2015-04-24;-1.22625;0.53690686;-1.804363289;0.04120643
2015-04-25;-0.43375;0.536390315;-1.635086733;0.664946418
2015-04-26;-0.310416667;0.535873771;-1.273338371;0.427047933
2015-04-27;1.86625;0.535357227;-0.401138204;1.732030977
2015-04-28;2.538333333;0.534840682;-0.27021137;2.273704021
2015-04-29;-2.092083333;0.534324138;-1.601308563;-1.025098908
2015-04-30;-0.097916667;0.533807594;-1.406952424;0.775228164
2015-05-01;0.414166667;0.533291049;-1.446150173;1.32702579
2015-05-02;1.784583333;0.532774505;-0.368232089;1.620040917
2015-05-03;0.165416667;0.53225796;-0.332677999;-0.034163295
2015-05-04;1.055;0.531741416;0.441417879;0.081840705
2015-05-05;1.729166667;0.531224872;1.185722089;0.012219706
2015-05-06;2.64375;0.530708327;1.105442966;1.007598707
2015-05-07;1.097916667;0.530191783;-0.590252823;1.157977707
2015-05-08;0.074583333;0.529675239;-1.72449028;1.269398374
2015-05-09;0.434583333;0.529158694;-2.203936069;2.109360708
2015-05-10;-0.4925;0.52864215;-2.225048525;1.203906376
2015-05-11;1.54125;0.528125605;-0.784910982;1.798035376
2015-05-12;0.600416667;0.527609061;-1.020108732;1.092916338
2015-05-13;0.795416667;0.527092517;-1.304264815;1.572588966
2015-05-14;3.595833333;0.526575972;1.378454101;1.69080326
2015-05-15;2.215;0.526059428;0.476589684;1.212350888
2015-05-16;0.067083333;0.525542883;-1.072149733;0.613690183
2015-05-17;-0.712083333;0.525026339;-1.402347483;0.165237811
2015-05-18;-0.119583333;0.524509795;-2.6554619;2.011368772
2015-05-19;-0.14;0.52399325;-2.465867984;1.801874734
2015-05-20;1.615;0.523476706;-1.808149068;2.899672362
2015-05-21;0.699583333;0.522960162;0.241444849;-0.064821677
2015-05-22;1.64625;0.522443617;0.285830432;0.837975951
2015-05-23;-0.17375;0.521927073;-1.537908985;0.842231912
2015-05-24;-0.929166667;0.521410528;-2.974565069;1.523987874
2015-05-25;-1.420833333;0.520893984;-1.257262819;-0.684464498
2015-05-26;-0.961666667;0.52037744;-0.541002236;-0.94104187
2015-05-27;1.157083333;0.519860895;-0.970991653;1.608214091
2015-05-28;3.335;0.519344351;-2.909522737;5.725178386
2015-05-29;-0.549583333;0.518827806;-3.918470487;2.850059347
2015-05-30;2.665833333;0.518311262;-1.045543237;3.193065309
2015-05-31;-1.300833333;0.517794718;-3.525949321;1.70732127
2015-06-01;-1.0975;0.517278173;-3.564480405;1.949702231
2015-06-02;-1.085833333;0.516761629;-4.714469822;3.111874859
2015-06-03;-0.877916667;0.516245085;-3.394459238;2.000297487
2015-06-04;0.191666667;0.51572854;-3.000906989;2.676845115
2015-06-05;0.045833333;0.515211996;-3.659229739;3.189851077
2015-06-06;-1.867916667;0.514695451;-5.822135823;3.439523705
2015-06-07;-0.735416667;0.514178907;-5.618583573;4.368987999
2015-06-08;-0.285;0.513662363;-2.641489657;1.842827294
2015-06-09;-0.47375;0.513145818;-3.35314574;2.366249922
2015-06-10;-0.388333333;0.512629274;-3.903760157;3.00279755
2015-06-11;-0.64875;0.512112729;-5.169999574;4.009136845
2015-06-12;0.220416667;0.511596185;-5.341238991;5.050059473
2015-06-13;3.511666667;0.511079641;-1.575603408;4.576190434
2015-06-14;4.934166667;0.510563096;-0.458717825;4.882321396
2015-06-15;-0.402916667;0.510046552;-1.697873909;0.78491069
2015-06-16;-1.253333333;0.509653823;-1.65022326;-0.112763896
2015-06-17;-1.670833333;0.509261093;-2.347155945;0.167061518
2015-06-18;-1.23125;0.508868364;-1.527213629;-0.212904735
2015-06-19;-1.283333333;0.508475635;-1.246854647;-0.544954321
2015-06-20;-1.9525;0.508082906;-5.392953998;2.932371093
2015-06-21;-1.80125;0.507690176;-4.701970016;2.39302984
2015-06-22;-0.5925;0.507297447;-1.738069368;0.63827192
2015-06-23;1.019583333;0.506904718;-0.265210385;0.777889001
2015-06-24;-0.10125;0.506511989;-0.46339307;-0.144368919
2015-06-25;0.725;0.506119259;-0.401784088;0.620664829
2015-06-26;1.207083333;0.50572653;0.418783227;0.282573576
2015-06-27;1.11875;0.505333801;0.153100543;0.460315656
2015-06-28;-0.18125;0.504941072;-2.893832142;2.20764107
2015-06-29;-0.0125;0.504548342;-0.373681493;-0.143366849
2015-06-30;0.137083333;0.504155613;0.089177489;-0.456249769
2015-07-01;0.457916667;0.503762884;-0.101505196;0.055658978
2015-07-02;1.759583333;0.503370155;0.729478787;0.526734392
2015-07-03;1.4925;0.502977425;0.396296102;0.593226473
2015-07-04;0.297083333;0.502584696;-0.115219916;-0.090281447
2015-07-05;0.43125;0.502191967;-0.184860934;0.113918967
2015-07-06;3.604166667;0.501799238;1.434224955;1.668142474
2015-07-07;5.492916667;0.501406508;2.37747751;2.614032648
2015-07-08;4.730833333;0.501013779;1.918021732;2.311797822
2015-07-09;3.52375;0.50062105;0.90523262;2.11789633
2015-07-10;1.964583333;0.500228321;0.183485175;1.280869837
2015-07-11;-0.6625;0.499835591;-0.865345603;-0.296989989
2015-07-12;-0.569166667;0.499442862;-1.204384714;0.135775185
2015-07-13;1.432916667;0.499050133;0.280742841;0.653123693
2015-07-14;2.334166667;0.498657404;2.801287063;-0.9657778
2015-07-15;5.840833333;0.498264674;2.758706284;2.583862374
2015-07-16;2.326666667;0.497871945;1.45820884;0.370585882
2015-07-17;2.980416667;0.497479216;1.219794728;1.263142723
2015-07-18;-0.047083333;0.497086487;-1.005494383;0.461324563
2015-07-19;-0.236666667;0.496693757;-1.072866828;0.339506404
2015-07-20;3.214166667;0.496301028;0.961010727;1.756854911
2015-07-21;5.024583333;0.495908299;2.209888282;2.318786752
2015-07-22;5.68;0.49551557;2.783349171;2.40113526
2015-07-23;1.547916667;0.49512284;0.485351726;0.5674421
2015-07-24;-0.38;0.494730111;-0.495979052;-0.378751059
2015-07-25;-0.182916667;0.494337382;-1.406268164;0.729014115
2015-07-26;-0.61;0.493944653;-1.328848942;0.224904289
2015-07-27;3.771666667;0.493551923;1.31482028;1.963294463
2015-07-28;4.855;0.493159194;1.905781168;2.456059637
2015-07-29;2.810416667;0.492766465;1.06945039;1.248199811
2015-07-30;2.25375;0.492373736;0.461036279;1.300339986
2015-07-31;-0.007916667;0.491981006;-1.054669499;0.554771826
2015-08-01;-0.800833333;0.491588277;-2.073916944;0.781495334
2015-08-02;-0.548333333;0.491195548;-1.732122722;0.692593841
2015-08-03;-0.486666667;0.490802819;-1.042203501;0.064734015
2015-08-04;0.090833333;0.49041009;-0.544575945;0.144999189
2015-08-05;-1.19;0.49001736;-1.433615057;-0.246402303
2015-08-06;-0.023333333;0.489624631;-0.908279168;0.395321204
2015-08-07;-0.37375;0.489231902;-1.038776613;0.175794712
2015-08-08;-0.961666667;0.488839173;-1.458440725;0.007934886
2015-08-09;-1.156666667;0.488446443;-1.386021503;-0.259091607
2015-08-10;-0.765;0.486031629;-1.313839604;0.062807975
2015-08-11;-1.517916667;0.483616815;-1.808741038;-0.192792444
2015-08-12;-1.580416667;0.481202001;-2.15280914;0.091190471
2015-08-13;-1.545416667;0.478787188;-2.055627241;0.031423386
2015-08-14;-0.865833333;0.476372374;-1.511570342;0.169364635
2015-08-15;-0.919583333;0.47395756;-1.49855511;0.105014216
2015-08-16;-1.003333333;0.471542746;-1.736581544;0.261705465
2015-08-17;-1.65625;0.469127932;-1.173149645;-0.952228287
2015-08-18;-2.649166667;0.466713118;-1.81992608;-1.295953705
2015-08-19;-3.415;0.464298304;-2.362327514;-1.51697079
2015-08-20;-4.718333333;0.46188349;-3.795562282;-1.384654542
2015-08-21;-4.23625;0.459468676;-3.551297049;-1.144421627
2015-08-22;-6.716666667;0.457053862;-5.220156817;-1.953563712
2015-08-23;-2.750833333;0.454639048;-2.804224918;-0.401247463
2015-08-24;-1.85875;0.452224234;-2.042876353;-0.268097882
2015-08-25;-0.900833333;0.44980942;-0.583611121;-0.767031633
2015-08-26;-1.5975;0.447394607;-0.999970888;-1.044923718
2015-08-27;-3.08625;0.444979793;-2.195288989;-1.335940803
2015-08-28;-2.555416667;0.442564979;-2.168523757;-0.829457888
2015-08-29;-1.47625;0.440150165;-1.792383525;-0.12401664
2015-08-30;-0.709583333;0.437735351;-1.483039216;0.335720532
2015-08-31;-0.342916667;0.435320537;-0.472653241;-0.305583962
2015-09-01;0.63625;0.432905723;-0.2074756;0.410819877
2015-09-02;1.622083333;0.430490909;-0.070839624;1.262432049
2015-09-03;0.727916667;0.428076095;-0.124620316;0.424460887
2015-09-04;0.225833333;0.425661281;-0.112151007;-0.08767694
2015-09-05;0.156666667;0.423246467;-0.775723366;0.509143565
2015-09-06;-0.994166667;0.420831653;-1.533254057;0.118255737
2015-09-07;-0.027916667;0.418416839;-0.275784749;-0.170548757
2015-09-08;0.108333333;0.416002026;0.718142893;-1.025811585
2015-09-09;-0.469583333;0.413587212;0.385612202;-1.268782747
2015-09-10;-0.095;0.411172398;-0.30066849;-0.205503908
2015-09-11;0.120416667;0.408757584;-0.236532515;-0.051808402
2015-09-12;-0.545;0.40634277;-1.37427154;0.42292877
2015-09-13;-0.653333333;0.403927956;-1.545552231;0.488290942
2015-09-14;0.825833333;0.401513142;-0.440791256;0.865111447
2015-09-15;1.215833333;0.399098328;-0.468946948;1.285681953
2015-09-16;0.774166667;0.396683514;-0.649810972;1.027294125
2015-09-17;2.001666667;0.3942687;0.083075003;1.524322964
2015-09-18;0.8025;0.391853886;-0.251539022;0.662185136
2015-09-19;-0.762916667;0.389439072;-1.881569714;0.729213975
2015-09-20;-0.620416667;0.387024258;-0.959100405;-0.04834052
2015-09-21;1.242083333;0.384609445;0.29628557;0.561188319
2015-09-22;-0.159130435;0.379779817;-0.345007697;-0.193902554
2015-09-23;1.002083333;0.377365003;0.331193495;0.293524835
2015-09-24;-0.438333333;0.374950189;-0.477587196;-0.335696326
2015-09-25;-0.155;0.372535375;-0.342826221;-0.184709154
2015-09-26;-0.9775;0.370120561;-1.910356912;0.562736351
2015-09-27;-1.172083333;0.367705747;-0.870804271;-0.66898481
2015-09-28;-0.106666667;0.365290933;-0.317084962;-0.154872638
2015-09-29;0.0675;0.362876119;0.016426013;-0.311802132
2015-09-30;-0.102083333;0.360461305;-0.328604679;-0.13393996
2015-10-01;0.844166667;0.358046491;0.482197963;0.003922212
2015-10-02;0.54125;0.355631677;-0.095332728;0.280951051
2015-10-03;-0.915;0.347838605;-0.8221974;-0.440641205
2015-10-04;-1.003333333;0.340045533;-0.163437072;-1.179941795
2015-10-05;-0.589583333;0.332252461;-0.522176744;-0.399659051
2015-10-06;0.687083333;0.324459389;0.226583584;0.13604036
2015-10-07;0.523333333;0.316666318;-0.175697755;0.382364771
2015-10-08;-0.279583333;0.308873246;1.72597924;-2.314435818
2015-10-09;-0.16875;0.301080174;-0.408593766;-0.061236408
2015-10-10;-0.905833333;0.293287102;-0.563375104;-0.63574533
2015-10-11;-1.254583333;0.28549403;1.341635224;-2.881712586
2015-10-12;-2.167083333;0.277700958;3.068103885;-5.512888176
2015-10-13;0.125833333;0.269907886;3.63665588;-3.780730432
2015-10-14;0.976666667;0.262114814;4.084166208;-3.369614354
2015-10-15;0.920833333;0.254321742;4.054801536;-3.388289944
2015-10-16;0.159166667;0.24652867;-0.09914647;0.011784467
2015-10-17;-1.40375;0.238735598;-1.249344475;-0.393141122
2015-10-18;-1.395416667;0.230942526;0.344207519;-1.970566712
2015-10-19;-0.311666667;0.223149454;2.813176181;-3.347992301
2015-10-20;0.085416667;0.215356382;3.753394842;-3.883334557
2015-10-21;-0.115;0.20756331;4.741738503;-5.064301813
2015-10-22;1.766666667;0.199770238;3.892790498;-2.325894069
2015-10-23;2.231666667;0.191977166;0.833123673;1.206565828
2015-10-24;-1.477083333;0.184184094;-1.039668153;-0.621599274
2015-10-25;-1.382;0.176391022;1.307373355;-2.865764377
2015-10-26;-0.43;0.16859795;3.180789863;-3.779387813
2015-10-27;0.221666667;0.160804878;1.815289705;-1.754427916
2015-10-28;1.522916667;0.153011806;3.025414546;-1.655509685
2015-10-29;0.760833333;0.145218734;1.520956054;-0.905341454
2015-10-30;-0.329583333;0.137425662;-0.681419105;0.21441011
2015-10-31;-0.934166667;0.12963259;-1.406669263;0.342870007
2015-11-01;-0.7725;0.121839518;-1.216377755;0.322038238
2015-11-02;0.469583333;0.114046446;-0.162919581;0.518456468
2015-11-03;-0.222916667;0.106253374;1.626580261;-1.955750301
2015-11-04;0.227083333;0.098460302;1.551288435;-1.422665404
2015-11-05;0.722916667;0.09066723;2.148913277;-1.51666384
2015-11-06;0.787083333;0.082874158;1.320288118;-0.616078942
2015-11-07;-0.384166667;0.075081086;0.339579626;-0.798827378
2015-11-08;-1.712916667;0.067288014;3.776162801;-5.556367481
2015-11-09;0.798333333;0.059494942;3.489204309;-2.750365917
2015-11-10;2.195416667;0.05170187;4.827037483;-2.683322686
2015-11-11;2.096666667;0.043908798;4.910495658;-2.857737789
2015-11-12;2.414583333;0.036115726;3.420828833;-1.042361225
2015-11-13;2.8925;0.028322654;2.229912007;0.634265339
2015-11-14;0.187083333;0.020529582;-0.307463151;0.474016903
2015-11-15;-0.771666667;0.01273651;2.652245023;-3.4366482
2015-11-16;-0.09;0.004943438;1.648203198;-1.743146636
2015-11-17;2.356666667;-0.002849634;1.166036373;1.193479928
2015-11-18;5.600416667;-0.010642706;2.829077881;2.781981492
2015-11-19;0.649166667;-0.018435778;0.641494389;0.026108056
2015-11-20;7.115416667;-0.02622885;3.210577563;3.931067953
2015-11-21;2.614583333;-0.034021922;0.948410738;1.700194517
2015-11-22;0.726666667;-0.041814994;0.042910579;0.725571081
2015-11-23;0.594583333;-0.049608066;0.360743754;0.283447645
2015-11-24;0.495416667;-0.057401138;0.347743595;0.205074209
2015-11-25;3.38375;-0.06519421;1.462035103;1.986909107
2015-11-26;2.89875;-0.072987282;1.158409945;1.813327337
2015-11-27;2.635416667;-0.079851922;0.929483375;1.785785214
2015-11-28;0.777916667;-0.086716563;-0.366943194;1.231576424
2015-11-29;-0.507916667;-0.093581203;-0.373578097;-0.040757366
2015-11-30;0.268333333;-0.100445844;2.801037;-2.432257823
2015-12-01;0.6225;-0.107310484;5.933360431;-5.203549947
2015-12-02;1.1275;-0.114175124;2.520683861;-1.279008737
2015-12-03;0.324583333;-0.121039765;2.217173958;-1.77155086
2015-12-04;0.179166667;-0.127904405;-0.171335945;0.478407016
2015-12-05;0.146666667;-0.134769046;-0.227137514;0.508573226
2015-12-06;-0.544166667;-0.141633686;-0.16523075;-0.237302231
2015-12-07;-0.371666667;-0.148498326;0.132301014;-0.355469354
2015-12-08;-0.739583333;-0.155362967;0.383374444;-0.967594811
2015-12-09;0.473333333;-0.162227607;-0.008677125;0.644238066
2015-12-10;3.760416667;-0.169092248;1.898229639;2.031279276
2015-12-11;3.83375;-0.175956888;1.836803069;2.172903819
2015-12-12;0.27;-0.182821528;-0.095456834;0.548278362
2015-12-13;-0.635;-0.189686169;1.029158264;-1.474472095
2015-12-14;1.10625;-0.196550809;2.251273361;-0.948472552
2015-12-15;1.82125;-0.203415449;2.736721791;-0.712056342
2015-12-16;3.48625;-0.21028009;3.616753555;0.079776535
2015-12-17;2.344583333;-0.21714473;2.939815049;-0.378086986
2015-12-18;1.102083333;-0.224009371;1.407876543;-0.081783839
2015-12-19;-0.085416667;-0.230874011;-0.371145296;0.51660264
2015-12-20;-0.484583333;-0.237738651;1.016916198;-1.26376088
2015-12-21;0.21375;-0.244603292;2.996227692;-2.5378744
2015-12-22;1.992916667;-0.251467932;1.588664186;0.655720413
2015-12-23;0.845416667;-0.258332573;0.531517347;0.572231893
2015-12-24;-0.3675;-0.265197213;-0.180004493;0.077701706
2015-12-25;-1.067083333;-0.272061853;-0.801109665;0.006088185
2015-12-26;-1.128333333;-0.278926494;-0.814089838;-0.035317002
2015-12-27;-0.4825;-0.285791134;-0.451236677;0.254527811
2015-12-28;-0.44;-0.292655775;-0.04796685;-0.099377376
2015-12-29;-0.54;-0.299520415;0.509677978;-0.750157563
2015-12-30;-0.600416667;-0.306385055;1.770031138;-2.06406275
2015-12-31;-0.185;-0.313249696;-0.13815008;0.266399776
2016-01-01;-1.168333333;-0.320114336;-1.4186591;0.570440103
2016-01-02;-0.587083333;-0.326978976;-1.116390342;0.856285985
2016-01-03;-0.6625;-0.333843617;-0.99842714;0.669770757
2016-01-04;0.275833333;-0.340708257;0.017591618;0.598949972
2016-01-05;0.72625;-0.347572898;0.940415932;0.133406966
2016-01-06;0.067916667;-0.354437538;0.693795801;-0.271441596
2016-01-07;3.181666667;-0.361302178;1.741064559;1.801904286
2016-01-08;1.305416667;-0.368166819;0.408055539;1.265527946
2016-01-09;0.460833333;-0.375031459;-1.319953481;2.155818273
2016-01-10;1.577083333;-0.3818961;1.356620833;0.6023586
2016-01-11;4.552083333;-0.38876074;0.577639591;4.363204483
2016-01-12;6.471666667;-0.39562538;1.315186126;5.552105921
2016-01-13;4.39875;-0.402490021;1.374538218;3.426701803
2016-01-14;1.794583333;-0.409354661;3.530973642;-1.327035648
2016-01-15;2.815416667;-0.416219302;1.611159067;1.620476901
2016-01-16;0.426666667;-0.423083942;0.039261158;0.81048945
2016-01-17;1.444166667;-0.429948582;2.015279916;-0.141164667
2016-01-18;3.6075;-0.436813223;5.147270896;-1.102957674
2016-01-19;2.1025;-0.443677863;4.464122988;-1.917945124
2016-01-20;2.016666667;-0.450542503;4.541669523;-2.074460353
2016-01-21;2.97375;-0.452662154;5.381911279;-1.955499126
2016-01-22;1.597916667;-0.454781804;2.523125257;-0.470426787
2016-01-23;-0.385416667;-0.456901454;1.109478124;-1.037993337
2016-01-24;-0.602083333;-0.459021104;1.256525436;-1.399587665
2016-01-25;0.905833333;-0.461140754;4.938433858;-3.571459771
2016-01-26;1.029583333;-0.463260404;6.056175614;-4.563331877
2016-01-27;0.8125;-0.465380054;4.674611815;-3.396731761
2016-01-28;1.405;-0.467499704;1.756936904;0.1155628
2016-01-29;1.529583333;-0.469619354;0.361623104;1.637579583
2016-01-30;-0.16375;-0.471739004;-0.896190695;1.204179699
2016-01-31;-0.6475;-0.473858654;-0.531226717;0.357585371
2016-02-01;0.305833333;-0.475978304;0.207209483;0.574602154
2016-02-02;0.621666667;-0.478097954;0.799256795;0.300507826
2016-02-03;1.894583333;-0.480217604;1.234915217;1.13988572
2016-02-04;1.21;-0.482337254;1.030434751;0.661902503
2016-02-05;0.582083333;-0.484456904;0.579843174;0.486697064
2016-02-06;-0.630833333;-0.486576555;-0.420887293;0.276630514
2016-02-07;-0.087916667;-0.488696205;0.468660019;-0.067880481
2016-02-08;-0.144166667;-0.490815855;1.622096219;-1.275447031
2016-02-09;0.2425;-0.492935505;1.376921308;-0.641485804
2016-02-10;0.840833333;-0.495055155;0.908101451;0.427787037
2016-02-11;0.00125;-0.497174805;0.496087149;0.002337656
2016-02-12;-0.182916667;-0.499294455;-0.606482709;0.922860497
2016-02-13;-0.29125;-0.501414105;-0.5573859;0.767550005
2016-02-14;-0.548333333;-0.503533755;-0.35217798;0.307378401
2016-02-15;0.247083333;-0.505653405;0.384002163;0.368734576
2016-02-16;0.010833333;-0.507773055;-0.015928806;0.534535195
2016-02-17;0.705;-0.509892705;0.406501336;0.808391369
2016-02-18;0.974583333;-0.512012355;0.230598145;1.255997543
2016-02-19;1.169166667;-0.514132005;-0.317943934;2.001242606
2016-02-20;0.853333333;-0.516251655;-0.216763792;1.586348781
2016-02-21;-1.28625;-0.518371305;-0.292111427;-0.475767267
2016-02-22;0.62125;-0.520490956;-0.294959063;1.436700018
2016-02-23;0.753333333;-0.522610606;0.225248857;1.050695082
2016-02-24;0.02;-0.524730256;-0.004821;0.549551256
2016-02-25;-0.118333333;-0.526849906;-0.438767627;0.8472842
2016-02-26;0.04125;-0.528969556;-0.603408699;1.173628255
2016-02-27;-0.622916667;-0.531089206;-1.173188659;1.081361198
2016-02-28;0.229583333;-0.533208856;-0.755607508;1.518399698
2016-02-29;0.717916667;-0.535328506;0.428362531;0.824882641
2016-03-01;-0.025;-0.537448156;0.274832571;0.237615585
2016-03-02;0.430833333;-0.539567806;-0.201475167;1.171876307
2016-03-03;1.739583333;-0.541687456;0.78902265;1.49224814
2016-03-04;0.610416667;-0.543807106;0.512437134;0.641786639
2016-03-05;-0.085416667;-0.545926756;0.687518285;-0.227008195
2016-03-06;-0.679166667;-0.548046406;2.237460547;-2.368580807
2016-03-07;0.025833333;-0.550166056;-0.517319414;1.093318804
